 ID товара: , ISBN , Возраст , Год издания , Издательство , Кол-во страниц , Переводчик , Редактор , Серия , Тип обложки , Тираж , Формат , Художник ,ID карточки,Автор,Голоса,Название,Обложка,Рейтинг,Цена
 2213093 , 9785367011036 , 12+ , 2013 ," Амфора, ООО ", 223 ,,, Лабиринты Ехо , Мягкая глянцевая , 3000 , 18 x 11.5 x 1.4 ,,442982, Фрай М. ,0,Лабиринт Мёнина,https://img-gorod.ru/upload/iblock/79e/79eb6a45aada418377d9e2da59e6febc.jpg,0.0,182.0
 2359996 , 9785373051484 , 6+ , 2017 , Олма Медиагрупп , 350 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 15000 , 20.6 x 13 x 1.6 , Насыров Леонид ,444313, Хантер Э. ,3,Судьба Небесного племени. Решение. В двух книгах. Книга II,https://img-gorod.ru/upload/iblock/bce/bce1a63994f52e50368f6318f2f96e2c.jpg,3.0,316.0
 2184480 , 9785699322855 ,, 2009 , Эксмо , 352 ,,, Волшебные миры Дмитрия Емца , Мягкая бумажная ,, 20 x 12.5 x 2.1 ,,444874, Емец Д. ,0,Гладиатор забытых созвездий,https://img-gorod.ru/upload/iblock/414/414f40a8f09d7b89343aa9c3bc84e70f.jpg,0.0,
 2362619 , 9785699628179 , 12+ , 2013 , Эксмо , 336 ,, Суворова Т. , Веселые каникулы. Повести для школьников , Твердая бумажная , 4100 , 21.5 x 14.2 x 2.4 ,,447382, Емец Д. ,0,Король хитрости,https://img-gorod.ru/upload/iblock/7a4/7a471bbb447e15a453d07160a23bf66a.jpg,0.0,
 2371330 , 9785373051934 ,, 2017 , Олма Медиагрупп , 192 , Максимова Вероника ,, Коты-воители. Подарок , Твердая глянцевая , 8000 , 24.5 x 17 x 1.5 , Насыров Леонид ,454268, Хантер Э. ,0,Закон племен,https://img-gorod.ru/upload/iblock/843/843549a43ed9088c02a3b928a6442f1c.jpg,0.0,530.0
 2365991 , 9785699640584 , 12+ , 2013 , Эксмо , 320 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 4100 , 21.5 x 14 x 2.3 ,,454359, Емец Д. ,0,Колесница призраков,https://img-gorod.ru/upload/iblock/cea/ceabe219a9feda601cd3c20a82aa67c1.jpg,0.0,
 2374326 , 9785699656493 , 12+ , 2013 , Эксмо , 608 ,,, Фантастическая коллекция для школьников , Твердая бумажная , 4000 , 21.5 x 17 x 2.7 ,,463684, Емец Д. ,0,"Тайна ""Звездного странника"". Сердце пирата. Гладиатор забытых созвездий. Пират против всей Галактики",https://img-gorod.ru/upload/iblock/6fa/6fad7ca8c36df366f085995ec0a27644.jpg,0.0,
 2379425 , 9785699663033 , 12+ , 2013 , Эксмо , 576 ,,, Фантастическая коллекция для школьников , Твердая бумажная , 4000 , 21.5 x 16.5 x 2.5 ,,469357, Емец Д. ,0,Мутантики. Королева мутантиков. Сокровища мутантиков,https://img-gorod.ru/upload/iblock/02b/02b270b7327c94541580a9929d697c5d.jpg,0.0,328.0
 2377885 , 9785699663637 , 12+ , 2013 , Эксмо , 384 ,, Суворова Т. , Школа ныряльщиков (Шныр) , Твердая бумажная , 10000 , 20.6 x 13.2 x 2.7 ,,470811, Емец Д. ,1,Муравьиный лабиринт,https://img-gorod.ru/upload/iblock/1ac/1ac8328b577b618b8114a62393272bbe.jpg,5.0,
 2379911 , 9785367024340 , 12+ , 2013 ," Амфора, ООО ", 447 ,,, Хроники Ехо , Мягкая глянцевая , 7000 , 18 x 11.5 x 2.6 ,,471783, Фрай М. ,2,"Дар Шаванахолы. История, рассказанная сэром Максом из Ехо. Хроники Ехо 7",https://img-gorod.ru/upload/iblock/e18/e180182116a815ff3736a85e59c6b6ce.jpg,4.0,149.0
 2383184 , 9785699672547 , 12+ , 2013 , Эксмо , 576 ,,, Фантастическая коллекция для школьников , Твердая бумажная , 4000 , 21.5 x 16.5 x 3.2 ,,481079, Емец Д. ,1,Планета Черного Императора. Месть мертвого Императора. Повелители галактик,https://img-gorod.ru/upload/iblock/bc6/bc60447ac4d67ea8f949747a3b726c62.jpg,5.0,
 2385047 , 9785699674404 , 12+ , 2013 , Эксмо , 288 ,, Суворова Т. , Веселые каникулы. Повести для школьников , Твердая бумажная , 4000 , 22 x 14.7 x 2 ,,487895, Емец Д. ,0,Галактический зверинец,https://img-gorod.ru/upload/iblock/3c4/3c4793d43ea2880de251a538d9a067a3.jpg,0.0,217.0
 1897534 , 9785373010405 ,, 2004 , Олма-Пресс , 319 ,,, Коты-воители , Твердая бумажная ,,,,537992, Хантер Э. ,0,Огонь и лед,https://img-gorod.ru/upload/iblock/613/613cf9083a476060089a181163a84bf6.jpg,0.0,
 1902874 , 9785699057351 ,, 2004 , Эксмо-Пресс , 416 ,,, Таня Гроттер , Твердая бумажная ,, 20.7 x 13.5 x 2.6 ,,537999, Емец Д. ,0,Таня Гроттер и ботинки кентавра,https://img-gorod.ru/upload/iblock/0da/0da8552ad6ae4050504d251b10330745.jpg,0.0,
 2142423 , 9785373016025 ,, 2007 , Олма Медиагрупп , 352 ,,, Коты-воители , Твердая бумажная ,, 21.8 x 13.6 x 1.7 ,,538387, Хантер Э. ,0,Послание,https://img-gorod.ru/upload/iblock/5bb/5bb0eb5c09ab5c369294f9f79150fe28.jpg,0.0,
 2394358 , 9785699679065 , 12+ , 2013 , Эксмо , 336 ,, Суворова Т. , Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 22 x 14.5 x 2.5 ,,638421, Емец Д. ,0,Звездолет из каменного века,https://img-gorod.ru/upload/iblock/86c/86cb49b28aeb6313c4123a5392135804.jpg,0.0,
 2394878 , 9785373055796 , 6+ , 2018 , Олма Медиагрупп , 352 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 15000 , 20.5 x 13 x 1.5 ,,638607, Хантер Э. ,2,Знамение Луны,https://img-gorod.ru/upload/iblock/74d/74dd414ce0a7fbd9da47e8c2288fc005.jpg,5.0,304.0
 2395759 , 9785699685202 , 12+ , 2014 , Эксмо , 384 ,,, Мефодий Буслаев , Твердая глянцевая , 20000 , 20.8 x 13 x 3 ,,686314, Емец Д. ,0,Мефодий Буслаев. Ладья света,https://img-gorod.ru/upload/iblock/a53/a5330609bab70678c6e3053dad620d15.jpg,0.0,
 2176012 , 9785699311965 ,, 2008 , Эксмо , 352 ,,, Волшебные миры Дмитрия Емца , Мягкая бумажная ,, 20 x 12.5 x 1.8 ,,693263, Емец Д. ,0,С Новым годом снеговик,https://img-gorod.ru/upload/iblock/9f4/9f42c938f13dc1fffaa5551d8d4f5893.jpg,0.0,
 2399059 , 9785699654031 , 6+ , 2013 , Эксмо ,,,, Книга с пазлами , Картон , 5000 , 26.4 x 20 x 1.4 , Тимофеева В. ,694068, Емец Д. ,0,Новый год с дракончиком Пыхалкой. 4 пазла в книге,https://img-gorod.ru/upload/iblock/73d/73d8e5917cd11fe876326ae5a27cdc44.jpg,0.0,372.0
 2400311 , 9785699697427 , 6+ , 2014 , Эксмо , 240 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 5000 , 22 x 14 x 2 ,,706753, Емец Д. ,0,Юный граф Дракула,https://img-gorod.ru/upload/iblock/403/4038e7e6e51c875d9b14576fb0956935.jpg,0.0,
 2402249 , 9785367029536 , 12+ , 2014 ," Амфора, ООО ", 480 ,, Хаметшина Н. ,, Твердая бумажная , 7000 , 22 x 14.5 x 2.7 ,,710328, Фрай М. ,2,Сказки старого Вильнюса III,https://img-gorod.ru/upload/iblock/f3c/f3cd8c53e48c2ffb47c3145a064a4f25.jpg,5.0,504.0
 2401749 , 9785373058711 , 6+ , 2018 , Олма Медиагрупп , 349 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 12000 , 20.7 x 13.2 x 1.8 , Насыров Леонид ,712580, Хантер Э. ,2,Забытый воин,https://img-gorod.ru/upload/iblock/a22/a22fa550e31c5f867e546e8188924f54.jpg,5.0,285.0
 2403729 , 9785699697441 , 6+ , 2014 , Эксмо , 256 ,, Суворова Т. , Веселые каникулы. Повести для школьников , Твердая бумажная , 3500 , 22 x 14.3 x 1.9 ,,713022, Емец Д. ,0,НЛО прибывает по расписанию,https://img-gorod.ru/upload/iblock/124/12443ec161415393021f17998bf3437d.jpg,0.0,211.0
 2407873 , 9785170839506 ,, 2014 , АСТ , 416 ,,,, Твердая бумажная , 12000 , 20.7 x 13.3 x 2.8 ,,723716, Фрай М. ,2,"Ветры, ангелы и люди",https://img-gorod.ru/upload/iblock/7a6/7a6a079ffd4abb1f39c88f8e15e69471.jpg,5.0,332.0
 2411890 , 9785373061278 , 6+ , 2017 , Олма Медиагрупп , 348 , Максимова Вероника ,, Хроники Стаи , Твердая бумажная , 10000 , 20.5 x 13 x 1.7 , Соколова Наталья ,732588, Хантер Э. ,1,Пустой город,https://img-gorod.ru/upload/iblock/ce6/ce682b6db08a8fd0c47d4e1897fbc005.jpg,5.0,304.0
 2412010 , 9785699705757 , 6+ , 2014 , Эксмо , 320 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.5 x 14.5 x 3 ,,732658, Емец Д. ,0,"Тайна ""Звездного странника"". Приключения школьника Андрея и робота-няньки Баюна!",https://img-gorod.ru/upload/iblock/ecd/ecd933e4e1dcb1bd823101bbb01a5f34.jpg,0.0,
 2414038 , 9785699680160 , 6+ , 2014 , Эксмо , 288 ,,, Дмитрий Емец иллюстрированные книги для детей , Твердая глянцевая , 5000 , 26 x 20 x 2 , Тимофеева Виктория ,735622, Емец Д. ,0,Кусалки. Приключения забавных человечков,https://img-gorod.ru/upload/iblock/09b/09bb5d31ac75bb92ea7f4e545a5c61fe.jpg,0.0,493.0
 2417699 , 9785699724802 , 6+ , 2014 , Эксмо , 320 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.8 x 14.2 x 2.15 ,,743504, Емец Д. ,0,Сердце пирата. Приключения школьника Андрея и робота-няньки Баюна!,https://img-gorod.ru/upload/iblock/6ef/6ef122e7bd364773896d1d87c7fc77ad.jpg,0.0,
 2420312 , 9785699716548 , 16+ , 2014 , Эксмо , 352 ,,, Школа ныряльщиков (Шныр) , Твердая бумажная , 10000 , 20.5 x 13 x 2 ,,747100, Емец Д. ,2,Череп со стрелой,https://img-gorod.ru/upload/iblock/d9f/d9f4288a8e72834cf17eb1d95487fbaa.jpg,5.0,303.0
 2420725 , 9785373061919 , 6+ , 2014 , Олма Медиагрупп , 96 , Корчагина О. И. ,, Коты-воители. Манга , Мягкая глянцевая , 5000 , 18.9 x 12.7 x 0.5 , Барри Джеймс Л. ,747597, Хантер Э. ,0,Небесное племя и Незнакомец. Книга 1. Спасение (комплект из 3 книг),https://img-gorod.ru/upload/iblock/aed/aedff5f14e3fa78f66a3ebea0efc2564.jpg,0.0,440.0
 2422140 , 9785373067867 , 6+ , 2017 , Олма Медиагрупп , 348 , Максимова Вероника ,, Коты-воители , Твердая бумажная , 14000 , 20.6 x 12.8 x 1.7 , Насыров Леонид ,749755, Хантер Э. ,1,Обещание Метеора. Западня,https://img-gorod.ru/upload/iblock/b33/b33e1aaa315bb5d3ac8898ec67013342.jpg,5.0,304.0
 2423581 , 9785699728794 , 12+ , 2014 , Эксмо , 320 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3100 , 21.7 x 14.2 x 2.15 ,,752084, Емец Д. ,0,Гладиатор забытых созвездий. Приключения школьника Андрея и робота-няньки Баюна!,https://img-gorod.ru/upload/iblock/b7e/b7e797e5284f0c63bf2841f84009d04e.jpg,0.0,242.0
 2151253 , 9785699259359 ,, 2008 , Эксмо , 320 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 21 x 13 x 2.2 ,,754237, Емец Д. ,0,Мальчик-вамп,https://img-gorod.ru/upload/iblock/883/883a3c21b8e12b619bdf3127382a3b0f.jpg,0.0,
 2162430 , 9785699278114 ,, 2008 , Эксмо , 384 ,,, Таня Гроттер , Твердая глянцевая ,,,,754275, Емец Д. ,0,Таня Гроттер и Золотая Пиявка,https://img-gorod.ru/upload/iblock/016/016400116be993c81e3747d2b3e18b5a.jpg,0.0,
 2162444 , 9785699278152 ,, 2008 , Эксмо , 416 ,,, Таня Гроттер , Твердая глянцевая ,,,,754276, Емец Д. ,0,Таня Гроттер и посох волхвов,https://img-gorod.ru/upload/iblock/c4a/c4a53ebbee0108582229249b22e762f7.jpg,0.0,
 2174013 , 9785699297108 ,, 2008 , Эксмо , 416 ,,, Таня Гроттер , Твердая глянцевая ,,,,754318, Емец Д. ,0,Таня Гроттер и Исчезающий Этаж,https://img-gorod.ru/upload/iblock/2d0/2d094253da5d73f8b88c4cc278e0e501.jpg,0.0,
 2181729 , 9785699311965 ,, 2008 , Эксмо , 320 ,,, Волшебные миры Дмитрия Емца , Мягкая бумажная ,, 20 x 12.5 x 2 ,,754346, Емец Д. ,0,Сердце пирата,https://img-gorod.ru/upload/iblock/5a0/5a0ebd6ea5d4f78c6aebeee8c81c94c9.jpg,0.0,
 2428197 , 9785373062152 , 6+ , 2017 , Олма Медиагрупп , 192 , Максимова Вероника , Корчагина Ольга , Коты-воители. Подарок , Твердая глянцевая , 8000 , 24.1 x 16.9 x 1.7 , Насыров Леонид ,760010, Хантер Э. ,2,"Битвы племен. Путеводитель по серии ""Коты-воители""",https://img-gorod.ru/upload/iblock/14f/14f007796f76d4610af5db6dc69f208f.jpg,5.0,470.0
 2428941 , 9785699737765 , 12+ , 2014 , Эксмо , 288 ,, Суворова Т. , Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 22 x 14.4 x 2 ,,761331, Емец Д. ,0,Пират против всей галактики. Приключения школьника Андрея и робота-няньки Баюна!,https://img-gorod.ru/upload/iblock/381/381c265e52cb60d2979f21102e2f3b17.jpg,0.0,234.0
 2431156 , 9785170872688 , 12+ , 2014 , АСТ , 384 ,,, Сновидения Ехо , Твердая бумажная , 33000 , 20.8 x 13.5 x 2.7 , Фрай Макс ,765102, Фрай М. ,8,Мастер ветров и закатов,https://img-gorod.ru/upload/iblock/246/246995a57267f5f3f4f000207305ecdb.jpg,5.0,359.0
 2433258 , 9785699745845 , 12+ , 2014 , Эксмо , 352 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.8 x 14.3 x 2.2 ,,768211, Емец Д. ,0,Мутантики,https://img-gorod.ru/upload/iblock/1e4/1e4947501d55cd77aade81463d68851b.jpg,0.0,242.0
 2434016 , 9785373070478 , 6+ , 2017 , Олма Медиагрупп , 352 , Максимова Вероника ,, Хроники Стаи , Твердая бумажная , 13000 , 20.5 x 13 x 1.5 , Соколова Наталья ,769393, Хантер Э. ,2,Тайный враг,https://img-gorod.ru/upload/iblock/53e/53e57631dafc624e5937c189d3ff5586.jpg,4.0,285.0
 2435118 , 9785699755608 , 12+ , 2014 , Эксмо , 320 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.8 x 14.3 x 2.25 ,,770141, Емец Д. ,0,Королева мутантиков,https://img-gorod.ru/upload/iblock/f4a/f4a10677070bad6e100198ddbdbc68c9.jpg,0.0,251.0
 2439489 , 9785373070799 , 6+ , 2017 , Олма Медиагрупп , 352 , Максимова Вероника , Корчагина Ольга , Коты-воители , Твердая бумажная , 14000 , 20.6 x 13.2 x 1.2 , Насыров Леонид ,774930, Хантер Э. ,0,Обещание Метеора. Книга II. Прозрение,https://img-gorod.ru/upload/iblock/f90/f90a833628220900c1956fe52ae34dbc.jpg,0.0,304.0
 2440918 , 9785699742486 , 12+ , 2014 , Эксмо , 320 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.8 x 14.5 x 2 ,,776541, Емец Д. ,0,Сокровища мутантиков,https://img-gorod.ru/upload/iblock/df5/df57c6e4100a4abab1d2d3697fffa853.jpg,0.0,254.0
 2443165 , 9785170872664 , 12+ , 2015 , АСТ , 640 ,,, Лабиринты Ехо , Твердая бумажная , 5000 , 20 x 13.3 x 3.6 ,,779618, Фрай М. ,28,Чужак,https://img-gorod.ru/upload/iblock/544/5444a87c855f3f63224c4078e40b259f.jpg,4.0,359.0
 2141544 , 9785699241910 ,, 2007 , Эксмо , 320 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 20.7 x 13.3 x 2 ,,782786, Емец Д. ,0,Город динозавров,https://img-gorod.ru/upload/iblock/6fb/6fb74135ad446d41cf0b08b4399ac98e.jpg,0.0,
 2446404 , 9785170878468 , 12+ , 2015 , АСТ , 640 ,, Данишевский И. , Лабиринты Ехо , Твердая бумажная , 4000 , 20.6 x 12.9 x 3.6 ,,784979, Фрай М. ,13,Волонтеры Вечности,https://img-gorod.ru/upload/iblock/acf/acf701f201dba3e513706bcebe0b6afb.jpg,4.0,359.0
 2448196 , 9785170882687 , 12+ , 2015 , АСТ , 352 ,,, Лабиринты Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 2.3 ,,789215, Фрай М. ,11,Простые волшебные вещи,https://img-gorod.ru/upload/iblock/7b5/7b54f0157d724c9d2457bea00581d011.jpg,4.0,359.0
 2448997 , 9785170885596 , 18+ , 2015 , АСТ , 288 ,,, Миры Макса Фрая , Твердая бумажная , 15000 , 20.6 x 13 x 1.8 ,,790009, Фрай М. ,3,"НяпиZдинг, сэнсэе",https://img-gorod.ru/upload/iblock/f73/f731523a36c6c8f117560b6fa3281431.jpg,4.0,315.0
 2451440 , 9785170880027 , 18+ , 2015 , АСТ , 416 ,,, Макс Фрай , Твердая бумажная , 3000 , 20.6 x 13 x 2.3 ,,793750, Фрай М. ,1,Ключ из желтого металла,https://img-gorod.ru/upload/iblock/1a4/1a4338f517949a98db165258cedab0ee.jpg,5.0,342.0
 2161202 , 9785699279258 ,, 2008 , Эксмо , 352 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 20.5 x 13.5 x 2.3 ,,793991, Емец Д. ,0,Инопланетянин из бутылки,https://img-gorod.ru/upload/iblock/6cc/6cc1eb1fe2abfc1e0a1d35e6a960f899.jpg,0.0,
 2451641 , 9785373072137 , 6+ , 2018 , Олма Медиагрупп , 384 ,,, Коты-воители , Твердая бумажная , 15000 , 20.5 x 13 x 2.2 ,,794078, Хантер Э. ,2,Главная надежда,https://img-gorod.ru/upload/iblock/b7e/b7ee4cc1642562355165e51545cf7f04.jpg,5.0,304.0
 2453534 , 9785699742493 , 12+ , 2015 , Эксмо , 352 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.9 x 14.3 x 2.3 ,,809449, Емец Д. ,0,Планета Черного Императора,https://img-gorod.ru/upload/iblock/0e3/0e332a98a2bbfc4d65321b1366612e37.jpg,0.0,242.0
 2144255 , 9785699248667 ,, 2007 , Эксмо , 304 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 20.8 x 13.5 x 2 ,,810107, Емец Д. ,0,Пришельцы из холодильника,https://img-gorod.ru/upload/iblock/e24/e24a403d48b6017417e79231cbe6a0b9.jpg,0.0,
 2454253 , 9785170882700 , 12+ , 2015 , АСТ , 352 ,,, Лабиринты Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 1.8 ,,810832, Фрай М. ,9,Темная сторона,https://img-gorod.ru/upload/iblock/878/878ce704f89efdbd5542a3079a87f48c.jpg,4.0,359.0
 2455135 , 9785170887200 , 16+ , 2015 , АСТ , 448 ,,, Сновидения Ехо , Твердая бумажная , 35000 , 20.8 x 13.5 x 3 ,,812827, Фрай М. ,2,Слишком много кошмаров,https://img-gorod.ru/upload/iblock/5b6/5b6c329b319cefff65d75183d9ac9127.jpg,5.0,359.0
 2455881 , 9785373074292 , 6+ , 2017 , Олма Медиагрупп , 352 , Максимова Вероника , Корчагина Ольга , Коты-воители , Твердая бумажная , 13000 , 20.6 x 13 x 1.7 , Логинова Мария ,813665, Хантер Э. ,1,Нерассказанные истории. История Остролистой. Сборник,https://img-gorod.ru/upload/iblock/1fd/1fd9236ae6ac26af08a443bc2f23503d.jpg,5.0,304.0
 2456831 , 9785699742509 , 12+ , 2015 , Эксмо , 352 ,,, Веселые каникулы. Повести для школьников , Твердая бумажная , 3000 , 21.8 x 14.3 x 2.3 ,,814676, Емец Д. ,0,Месть мертвого императора,https://img-gorod.ru/upload/iblock/93a/93abefbab2bf69cfd6e7c796c5522bfa.jpg,0.0,251.0
 2457125 , 9785699773848 , 16+ , 2015 , Эксмо , 448 ,,, Мефодий Буслаев , Твердая глянцевая , 18000 , 20.6 x 13.2 x 2.8 ,,815445, Емец Д. ,1,Мефодий Буслаев. Ошибка грифона,https://img-gorod.ru/upload/iblock/e96/e96b073a5f5ebeee5a4ef4d88511da29.jpg,5.0,319.0
 2457425 , 9785170887262 , 16+ , 2015 , АСТ , 384 ,,, Лабиринты Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 2.2 ,,816107, Фрай М. ,8,Наваждения,https://img-gorod.ru/upload/iblock/c61/c617eaffc180203387c2f1b64aee948d.jpg,4.0,359.0
 2458750 , 9785170887651 , 16+ , 2015 , АСТ , 384 ,,, Лабиринты Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 2.2 ,,818391, Фрай М. ,5,Власть несбывшегося,https://img-gorod.ru/upload/iblock/458/458e6a9e2eb3c0a973a578577202f996.jpg,4.0,359.0
 2460377 , 9785170888399 , 18+ , 2015 , АСТ , 448 ,, Фрай Макс , Миры Макса Фрая , Твердая бумажная , 4000 , 20.6 x 13.1 x 2.4 ,,820823, Фрай М. ,5,Мой Рагнарек,https://img-gorod.ru/upload/iblock/446/446eac0cc4402b8c1682cc076b69c868.jpg,5.0,359.0
 2115345 , 5699185739 ,, 2007 , Эксмо , 352 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 20.6 x 13.6 x 2.4 ,,820951, Емец Д. ,0,Королева мутантиков,https://img-gorod.ru/upload/iblock/b2f/b2f6385b5036dc281bc2c6393c104d68.jpg,0.0,133.0
 2461602 , 9785373074476 , 6+ , 2018 , Абрис , 348 , Максимова Вероника ,, Хроники Стаи , Твердая бумажная , 10000 , 20.6 x 12.8 x 1.75 , Соколова Наталья ,822310, Хантер Э. ,3,Тьма наступает,https://img-gorod.ru/upload/iblock/7d9/7d96ded71eb84e9d7f34d852048b9a4e.jpg,4.0,285.0
 2462009 , 9785170898299 , 16+ , 2015 , АСТ , 608 ,,, Лабиринты Ехо , Твердая бумажная , 4000 , 20.6 x 13 x 3.35 ,,822874, Фрай М. ,3,Болтливый мертвец,https://img-gorod.ru/upload/iblock/e65/e653bc25faf6ca4c3ca1d01fd41d4f5a.jpg,5.0,359.0
 2463331 , 9785170893034 , 16+ , 2015 , АСТ , 416 ,,, Миры Макса Фрая , Твердая бумажная , 4000 , 20.6 x 13 x 2.4 ,,824732, Фрай М. ,3,"Ветры, ангелы и люди",https://img-gorod.ru/upload/iblock/54c/54c5fe75ae3929245304237585cd2040.jpg,4.0,359.0
 2084261 , 5367001289 ,, 2006 ," Амфора, ООО ", 382 ,,,, Твердая бумажная ,,,,825450, Фрай М. ,0,Сказки и истории,https://img-gorod.ru/upload/iblock/292/2920822aa8bdf3547ed03f98ff5b39b2.jpg,0.0,
 2159176 , 9785699271627 ,, 2008 , Эксмо , 320 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 20.5 x 13.5 x 2.3 ,,826834, Емец Д. ,0,Король хитрости,https://img-gorod.ru/upload/iblock/c32/c322bdef6fd11e02ea7b49ca021e3d54.jpg,0.0,
 2465919 , 9785170902071 , 16+ , 2015 , АСТ , 416 ,,, Лабиринты Ехо , Твердая бумажная , 5000 , 20.7 x 13 x 2.5 ,,828740, Фрай М. ,3,Лабиринт Менина,https://img-gorod.ru/upload/iblock/69d/69d5e7d5edebf955d6125d2f71548587.jpg,5.0,356.0
 2467330 , 9785170902088 , 16+ , 2015 , АСТ , 256 ,,, Миры Макса Фрая , Твердая глянцевая , 15000 , 20.5 x 19.3 x 1.5 ,,831871, Фрай М. ,5,О любви и смерти,https://img-gorod.ru/upload/iblock/5c1/5c12ca3f9b2be00fa3c976ca4fe7a294.jpg,4.0,342.0
 2468830 , 9785699807925 , 6+ , 2015 , Эксмо , 256 ,,, Моя большая семья , Твердая бумажная , 5000 , 21.7 x 17 x 2 ,,833825, Емец Д. ,1,Бунт пупсиков,https://img-gorod.ru/upload/iblock/45e/45eb502d8dbff518a781f33f4b5f50d5.jpg,5.0,234.0
 2468831 , 9785699799220 , 6+ , 2015 , Эксмо , 256 ,,, Моя большая семья , Твердая бумажная , 4000 , 21.7 x 17 x 2 ,,833826, Емец Д. ,0,Бунт пупсиков,https://img-gorod.ru/upload/iblock/53e/53e1523e44626cedcf6567df78c7f63a.jpg,0.0,234.0
 2471793 , 9785170906628 , 18+ , 2015 , АСТ , 576 ,,, Миры Макса Фрая , Твердая глянцевая , 4000 , 20.6 x 12.9 x 3.2 ,,839265, Фрай М. ,3,Гнезда Химер. Хроники Хугайды,https://img-gorod.ru/upload/iblock/e1e/e1eafb9f323fba262f62d198320d5f50.jpg,4.0,359.0
 2472610 , 9785373076128 , 6+ , 2018 , Олма Медиагрупп , 320 ,,, Коты-воители , Твердая бумажная , 12000 , 20.5 x 13 x 1.5 ,,840903, Хантер Э. ,4,Тайна Щербатой. Предназначение,https://img-gorod.ru/upload/iblock/07c/07c49d316da318cb854b489a7c83086d.jpg,4.0,285.0
 2144860 , 9785699251636 ,, 2008 , Эксмо , 320 ,,, Волшебные миры Дмитрия Емца , Твердая бумажная ,, 20.7 x 13.5 x 2.1 ,,841682, Емец Д. ,0,Галактический зверинец Повесть,https://img-gorod.ru/upload/iblock/816/816f24d572cd6170d2da23b4d55bdcc2.jpg,0.0,
 2474577 , 9785170905430 , 16+ , 2015 , АСТ , 320 ,,, Хроники Ехо , Твердая бумажная , 5000 , 20.5 x 13 x 2 ,,843835, Фрай М. ,4,Чуб земли,https://img-gorod.ru/upload/iblock/731/73109b717361b697b18c3975ab0a5a59.jpg,5.0,356.0
 2475050 , 9785373074865 , 6+ , 2017 , Олма Медиагрупп , 192 , Максимова Вероника ,, Коты-воители. Подарок , Твердая глянцевая , 7000 , 24 x 17 x 1.5 , Насыров Леонид ,845177, Хантер Э. ,0,Память племен,https://img-gorod.ru/upload/iblock/167/1676ae3f9ba1f424831cddb67f38a2f6.jpg,0.0,530.0
 2476684 , 9785170923212 , 16+ , 2015 , АСТ , 320 ,,, Хроники Ехо , Твердая бумажная , 5000 , 20.7 x 13 x 2 ,,847078, Фрай М. ,1,Властелин Морморы,https://img-gorod.ru/upload/iblock/0a9/0a90e242c504700ab9d6d2cd82e95413.jpg,5.0,356.0
 2477910 , 9785699816286 , 6+ , 2015 , Эксмо , 352 ,,, Заступники земли русской , Твердая бумажная , 5000 , 21.6 x 17 x 2.5 ,,848555, Емец Д. ,0,Заступники земли русской. Роман,https://img-gorod.ru/upload/iblock/9a0/9a02ed966c32539d0935a4e643d08806.jpg,0.0,311.0
 2478311 , 9785170925063 , 18+ , 2015 , АСТ , 416 ,,, Миры Макса Фрая , Твердая глянцевая , 4000 , 20.5 x 13 x 2 ,,848994, Фрай М. ,4,Большая телега,https://img-gorod.ru/upload/iblock/ef3/ef35d52ca1fd6e42809ced3bf1ffb160.jpg,4.0,356.0
 2478871 , 9785170922956 , 16+ , 2015 , АСТ , 448 ,,, Сновидения Ехо , Твердая бумажная , 27000 , 20.7 x 13.3 x 2 ,,850216, Фрай М. ,8,Вся правда о нас,https://img-gorod.ru/upload/iblock/347/3474b598dcdd5bbb35767bbd75e480a7.jpg,5.0,359.0
